isbn,title,author,year
345326490,Desert Solitaire,Edward Abbey,1968
62273264,Faking It,Cora Carmack,2013
307931900,Two Boys Kissing,David Levithan,2013
62237381,Annabel,Lauren Oliver,2012
030726419X,The Emperor's Children,Claire Messud,2006
312938810,The Dream Hunter,Sherrilyn Kenyon,2007
345418514,Castle Roogna,Piers Anthony,1979
812551478,Blood of the Fold,Terry Goodkind,1996
373210450,Goddess Interrupted,Aimee Carter,2012
61240885,Playing with Fire,Derek Landy,2008
1423165993,United We Spy,Ally Carter,2013
006083756X,Native Son ,Richard Wright,1940
140436030,The Monk,Matthew      Lewis,1796
2310015,At Bertram's Hotel,Agatha Christie,1965
1594201501,Gang Leader for a Day,Sudhir Venkatesh,2008
385339666,The Chamber,John Grisham,1994
1416903569,Impulse,Ellen Hopkins,2007
6471250,A Stranger in the Mirror,Sidney Sheldon,1976
345418778,Mostly Harmless,Douglas Adams,1992
1936305550,Gabriel's Rapture,Sylvain Reynard,2012
586062009,Robots and Empire,Isaac Asimov,1985
486282228,Pygmalion,George Bernard Shaw,1912
1400068169,Clara and Mr. Tiffany,Susan Vreeland,2010
081299860X,The Girls,Emma Cline,2016
141650964X,The Farthest Shore,Ursula K. Le Guin,1972
1416589643,The Other Hand,Chris Cleave,2008
374384711,The Winner's Crime,Marie Rutkoski,2015
399230033,"Good Night, Gorilla",Peggy Rathmann,1994
547229895,The Crossing Places,Elly Griffiths,2009
345476883,The Vampire Lestat,Anne Rice,1985
1416523715,Leaves of Grass,Walt Whitman,1855
425266745,Easy,Tammara Webber,2012
6479677,If Tomorrow Comes,Sidney Sheldon,1985
553807242,Live To Tell,Lisa Gardner,2010
142404624,Travel Team,Mike Lupica,2004
61797057,The Calling,Kelley Armstrong,2012
8466302948,Pandora,Anne Rice,1998
1400043921,The Keep,Jennifer Egan,2006
743244583,Chronicles: Volume One,Bob Dylan,2004
803740166,Roller Girl,Victoria Jamieson,2015
441102670,Chapterhouse: Dune,Frank Herbert,1985
1455502758,Mortality,Christopher Hitchens,2012
446698466,At First Sight,Nicholas Sparks,2004
1841499900,Caliban's War,James S.A. Corey,2012
312624689,Awake at Dawn,C.C. Hunter,2011
385532350,Dexter Is Delicious,Jeff Lindsay,2010
425240169,A Lot Like Love,Julie James,2011
573613052,Huis clos,Jean-Paul Sartre,1944
399254129,Between Shades of Gray,Ruta Sepetys,2011
1401359604,Bergdorf Blondes,Plum Sykes,2004
60510862,The Forever War,Joe Haldeman,1974
765343266,Son of the Shadows,Juliet Marillier,2000
1596435690,Birthmarked,Caragh M. O'Brien,2010
044669570X,Native Tongue,Carl Hiaasen,1991
61977969,Reamde,Neal Stephenson,2011
037542380X,Black Hole,Charles Burns,1995
525950125,The Woods,Harlan Coben,2007
140285679,About a Boy,Nick Hornby,1998
7350430,The Time of My Life,Cecelia Ahern,2011
590452037,Maniac Magee,Jerry Spinelli,1990
1416509631,Tehanu,Ursula K. Le Guin,1990
440227534,Number the Stars,Lois Lowry,1989
1844285081,Curious George Takes a Job,H.A. Rey,1947
452283205,Falling Angels,Tracy Chevalier,2001
1439123128,Demon From the Dark ,Kresley Cole,2010
525426582,The One Plus One,Jojo Moyes,2014
310247527,One Tuesday Morning,Karen Kingsbury,2003
778317706,Pretty Baby,Mary Kubica,2015
765346524,Wizard's First Rule,Terry Goodkind,1994
571198775,Wit : A Play,Margaret Edson,1995
224094157,The Sense of an Ending,Julian Barnes,2011
142001805,The Eyre Affair,Jasper Fforde,2001
140504206,Where's Spot? ,Eric Hill,1980
446616494,Hour Game,David Baldacci,2004
61449180,Light,Michael  Grant,2013
62225073,Not My Father's Son,Alan Cumming,2014
446606243,The Tenth Justice,Brad Meltzer,1997
750026049,The Hat,Jan Brett,1997
297859382,Gone Girl,Gillian Flynn,2012
446580856,Radiant Angel,Nelson DeMille,2015
525952063,Live Wire,Harlan Coben,2011
1582349010,River Secrets,Shannon Hale,2006
743453255,Forrest Gump,Winston Groom,1986
765348780,Gardens of the Moon,Steven Erikson,1999
671739166,The Story of Philosophy,Will Durant,1926
670020532,Why Evolution Is True,Jerry A. Coyne,2008
307237907,Passion's Reign,Karen Harper,1983
749744812,First Term at Malory Towers,Enid Blyton,1946
553283685,Hyperion,Dan Simmons,1989
765316986,Zoe's Tale,John Scalzi,2008
439771277,Out of the Dust,Karen Hesse,1997
1408857391,The Mime Order,Samantha Shannon,2015
345352661,Guardians of the West,David Eddings,1985
312422288,Sellevision,Augusten Burroughs,2000
1596437138,Anya's Ghost,Vera Brosgol,2011
60758287,Shaman's Crossing,Robin Hobb,2005
399184511,The Mothers,Brit Bennett,2016
451201027,Friends and Lovers,Eric Jerome Dickey,1997
316030899,Rose in Bloom,Louisa May Alcott,1876
553496689,The Sun Is Also a Star,Nicola Yoon,2016
425161293,Hocus Pocus,Kurt Vonnegut Jr.,1990
1423121317,Demonglass,Rachel Hawkins,2011
345481283,His Majesty's Dragon,Naomi Novik,2006
786939842,The Legacy,R.A. Salvatore,1992
307406105,Infected,Scott Sigler,2008
7233701,The Book of Tomorrow,Cecelia Ahern,2009
727860992,Hell House,Richard Matheson,1971
451225724,Lord of Misrule,Rachel Caine,2008
142401420,Outcast of Redwall,Brian Jacques,1995
451155750,The Dead Zone,Stephen King,1979
60009241,See Jane Score,Rachel Gibson,2003
312577214,Fly Away,Kristin Hannah,2013
553154346,Big Red,"Jim Kjelgaard, Carl Pfeuffer",1945
61470856,Serena,Ron Rash,2008
375821821,Flush,Carl Hiaasen,2005
679776591,Fugitive Pieces,Anne Michaels,1996
99446723,Blackwood Farm,Anne Rice,2002
031232118X,Something Borrowed,Emily Giffin,2004
1416520406,The Book of Luke,Jenny O'Connell,2007
1416548483,The Tin Roof Blowdown,James Lee Burke,2007
2317850,Sleeping Murder,Agatha Christie,1976
62224735,Cruel Beauty,Rosamund Hodge,2014
61990655,A Beautiful Dark ,Jocelyn Davies,2011
515124648,The Shadowy Horses,Susanna Kearsley,1997
345419359,All the Weyrs of Pern,Anne McCaffrey,1991
553381539,Beach Music,Pat Conroy,1975
1423157524,In The Afterlight,Alexandra Bracken,2014
778325806,Sea Glass,Maria V. Snyder,2009
802142818,The Inheritance of Loss,Kiran Desai,2006
553807137,Your Heart Belongs to Me,Dean Koontz,2008
345480260,A Redbird Christmas,Fannie Flagg,2004
038560310X,House of Leaves,Mark Z. Danielewski,2000
1594487871,Unfamiliar Fishes,Sarah Vowell,2011
307460207,The Baker's Daughter,Sarah McCoy,2012
679766758,Push,Sapphire,1996
684804522,The Garden of Eden,Ernest Hemingway,1985
1442416866,City of Lost Souls,Cassandra Clare,2012
156031612,The End of Mr. Y.,Scarlett Thomas,2006
525423664,Reached,Ally Condie,2012
64407314,Monster,Walter Dean Myers,1999
553565699,Assassin's Quest,Robin Hobb,1997
1406309354,Snakehead,Anthony Horowitz,2007
055323370X,Emily of New Moon,L.M. Montgomery,1923
61566179,Wanted,Sara Shepard,2010
595440096,Still Alice,Lisa Genova,2007
60737557,Suicide Notes,Michael Thomas Ford,2008
395304482,Jumanji,Chris Van Allsburg,1981
1416940286,Caddie Woodlawn,Carol Ryrie Brink,1935
743253973,A Separate Peace,John Knowles,1959
038533947X,Beyond Reach,Karin Slaughter,2007
62071076,Fragments,Dan Wells,2013
399250573,Scorpia Rising,Anthony Horowitz,2011
62498533,The Hate U Give,Angie Thomas,2017
316187704,Rise of Empire,Michael J. Sullivan,2010
515114693,Born in Fire ,Nora Roberts,1994
1439180962,I'll Walk Alone,Mary Higgins Clark,2011
140255559,Two for the Dough,Janet Evanovich,1996
1594489998,The Wordy Shipmates,Sarah Vowell,2008
425163717,Holiday in Death,J.D. Robb,1998
778324214,Stray,Rachel Vincent,2007
446677167,Stormy Weather,Carl Hiaasen,1995
1406350486,More Than This,Patrick Ness,2013
61284394,Evernight,Claudia Gray,2008
345383273,Domes of Fire,David Eddings,1992
60874198,A Kiss in Time,Alex Flinn,2008
078572902X,Shoeless Joe,W.P. Kinsella,1982
671743058,Boy's Life,Robert McCammon,1991
99303744,Disclosure,Michael Crichton,1994
670061018,Twisted,Laurie Halse Anderson,2007
441013678,Count Zero,William Gibson,1986
143913376X,The Puppet Masters,Robert A. Heinlein,1951
440993717,The Wave,"Morton Rhue, Todd Strasser",1981
6178715,The Stars Shine Down,Sidney Sheldon,1992
1595143211,Silver Shadows,Richelle Mead,2014
449016196,The End of Eternity,Isaac Asimov,1955
1559362766,Doubt: A Parable,John Patrick Shanley,2005
60724501,Ready or Not,Meg Cabot,2005
1400063736,Let the Great World Spin,Colum McCann,2009
375726403,Empire Falls,Richard Russo,2001
545123283,Linger,Maggie Stiefvater,2010
61230944,The Last Oracle,James Rollins,2008
345504984,The Twelve,Justin Cronin,2012
61957895,A Perfect Blood,Kim Harrison,2012
345498208,Summer House,Nancy Thayer,2009
142400300,The Bellmaker,Brian Jacques,1994
316011274,Luna,Julie Anne Peters,2004
7119356,Appointment with Death,Agatha Christie,1938
7157169,Perelandra,C.S. Lewis,1943
006121471X,Fragile Eternity,Melissa Marr,2009
7245823,A Vintage Affair,Isabel Wolff,2009
439023483,The Hunger Games,Suzanne Collins,2008
446690457,The Poet,Michael Connelly,1996
615651011,The First Confessor,Terry Goodkind,2012
60393491,The Hour I First Believed,Wally Lamb,2007
1400033837,A Thousand Acres,Jane Smiley,1991
044640103X,Pleasure Unbound,Larissa Ione,2008
1419711326,Hard Luck,Jeff Kinney,2013
61659258,Darkest Mercy,Melissa Marr,2011
805092528,Rubinrot,"Kerstin Gier, Anthea Bell",2009
60534044,Kisscut,Karin Slaughter,2002
446699551,The Closers,Michael Connelly,2005
330371231,High Five,Janet Evanovich,1999
679457313,The God of Small Things,Arundhati Roy,1997
1442403543,City of Fallen Angels,Cassandra Clare,2011
1416950052,Identical,Ellen Hopkins,2008
1582349177,City of Masks,Mary Hoffman,2002
157322359X,Journals,Kurt Cobain,2002
1481438867,Until Friday Night,Abbi Glines,2015
451210859,The Drawing of the Three,Stephen King,1987
039953346X,Wreck This Journal,Keri Smith,2007
312270828,The Satanic Verses,Salman Rushdie,1988
60825316,The Madonnas of Leningrad,Debra Dean,2006
553381547,The Prince of Tides,Pat Conroy,1986
1250067847,Orphan X,Gregg Hurwitz,2016
553588249,Life Expectancy,Dean Koontz,2004
441015891,From Dead to Worse,Charlaine Harris,2008
553392425,Fool's Assassin,Robin Hobb,2014
373211392,Talon,Julie Kagawa,2014
345455681,London: The Novel,Edward Rutherfurd,1997
345527712,Explosive Eighteen,Janet Evanovich,2011
440244056,Fine Things,Danielle Steel,1987
399170871,Obsession in Death,J.D. Robb,2015
1563127873,The Lottery,Shirley Jackson,1948
6280560,The Great Divorce,C.S. Lewis,1945
7331908,The Pagan Lord,Bernard Cornwell,2013
670016381,Dear Daughter,Elizabeth Little,2014
312575939,Glimmerglass,Jenna Black,2010
316020729,Rescue,Anita Shreve,2010
1595143378,The Replacement,Brenna Yovanoff,2010
312642989,Winter,Marissa Meyer,2015
62012037,Goddess,Josephine Angelini,2013
061871166X,The Hungry Tide,Amitav Ghosh,2004
1420103733,To Challenge a Dragon,G.A. Aiken,2004
1476717486,Effortless,S.C. Stephens,2011
515139742,Northern Lights,Nora Roberts,2004
743281632,The Watchman,Robert Crais,2007
345521307,The Paris Wife,Paula McLain,2011
804178321,Half a King,Joe Abercrombie,2014
385339658,The King of Torts,John Grisham,2003
316017442,The Terror,Dan Simmons,2007
340911719,Mad Dogs,Robert Muchamore,2007
553587080,Haunted,Kelley Armstrong,2005
676979343,Unaccustomed Earth,Jhumpa Lahiri,2008
374158460,Freedom,Jonathan Franzen,2010
345369351,Sorceress of Darshiva,David Eddings,1989
61996203,Boundless,Cynthia Hand,2013
64410471,So B. It,Sarah Weeks,2004
055215315X,Lords and Ladies,Terry Pratchett,1992
140045295,Sometimes a Great Notion,Ken Kesey,1964
399159894,Whiskey Beach,Nora Roberts,2013
140014454,Under The Net,Iris Murdoch,1954
61944394,Big Nate on a Roll,Lincoln Peirce,2009
60256710,The Missing Piece,Shel Silverstein,1976
316166685,The Lovely Bones,Alice Sebold,2002
60987324,Girlfriend in a Coma,Douglas Coupland,1998
451210743,Hornet Flight,Ken Follett,2002
749009519,The Rose Garden,Susanna Kearsley,2011
1849163847,The Black house,Peter  May,2009
441013333,Dead as a Doornail ,Charlaine Harris,2005
000712774X,The Illustrated Man,Ray Bradbury,1951
399155686,The Defector,Daniel Silva,2009
316069906,Eating Animals,Jonathan Safran Foer,2009
1594633118,The Paying Guests,Sarah Waters,2014
451459873,Blood Rites,Jim Butcher,2004
61449156,Fear,Michael  Grant,2012
316125849,I Hunt Killers,Barry Lyga,2012
60827696,Sunset,Erin Hunter,2006
156029022,A Drink Before the War,Dennis Lehane,1994
886778581,Green Rider,Kristen Britain,1998
084230052X,The Atonement Child,Francine Rivers,1997
553213148,Anne of Avonlea,L.M. Montgomery,1909
1400077915,Runaway,Alice Munro,2004
374404143,Annie on My Mind,Nancy Garden,1982
312605390,Love in the Afternoon,Lisa Kleypas,2010
61177598,Women,Charles Bukowski,1978
1476727651,Doctor Sleep,Stephen King,2013
345467531,Magic Hour,Kristin Hannah,2006
552153257,Feet of Clay,Terry Pratchett,1996
62060759,Incarnate,Jodi Meadows,2012
6174434,The Sands of Time,Sidney Sheldon,1988
446694533,Gods in Alabama,Joshilyn Jackson,2005
380753022,Gentle Rogue,Johanna Lindsey,1990
812976185,One True Thing,Anna Quindlen,1994
373774524,Chasing Perfect,Susan Mallery,2010
1847386823,Dark Reunion,L.J. Smith,1991
1595540350,White,Ted Dekker,2004
679781498,Less Than Zero,Bret Easton Ellis,1985
375828788,Trickster's Queen,Tamora Pierce,2004
679759328,Hotel du Lac,Anita Brookner,1984
1862308160,Forbidden,Tabitha Suzuma,2010
1594206627,Eileen,Ottessa Moshfegh,2015
525471340,Skippyjon Jones,Judy Schachner,2003
441008658,Spindle's End,Robin McKinley,2000
1490904387,Dust,Hugh Howey,2013
553584529,The Killing Hour,Lisa Gardner,2003
743482832,The Tempest,William Shakespeare,1623
571171788,Pigs in Heaven,Barbara Kingsolver,1993
553807722,What the Night Knows,Dean Koontz,2010
394402677,The Boys from Brazil,Ira Levin,1976
61869708,The Lying Game,Sara Shepard,2010
038072801X,Ramona Forever,Beverly Cleary,1984
1440154236,The Siren,Kiera Cass,2009
1439102392,Spider Bones,Kathy Reichs,2010
1476778019,Beautiful Secret,Christina Lauren,2015
1416989404,The Forbidden Game,L.J. Smith,1997
441328008,Heretics of Dune,Frank Herbert,1984
451194004,Rosemary's Baby,Ira Levin,1967
1596064854,Legion,Brandon Sanderson,2012
1423147952,Uncommon Criminals,Ally Carter,2011
765316978,The Last Colony,John Scalzi,2007
142406252,The Truth About Forever,Sarah Dessen,2004
802170390,The Gathering,Anne Enright,2007
525476881,An Abundance of Katherines,John Green,2006
375833641,Wildwood Dancing,Juliet Marillier,2007
375701966,The Moviegoer,Walker Percy,1961
767902890,The Things They Carried,Tim O'Brien,1990
006174266X,Ungifted,Gordon Korman,2012
068816112X,Replay,Ken Grimwood,1986
803731558,Seeing Redd,Frank Beddor,2007
307264238,A Mercy,Toni Morrison,2008
62118692,Breathe,Sarah Crossan,2012
375424148,Habibi,Craig Thompson,2011
810918684,Animalia,Graeme Base,1986
143017861,Three Day Road,Joseph Boyden,2005
446612707,Nights in Rodanthe,Nicholas Sparks,2002
679721037,Hiroshima,John Hersey,1946
1423166000,Perfect Scoundrels,Ally Carter,2013
765328658,Anna Dressed in Blood,Kendare Blake,2011
983157200,Half-Blood,Jennifer L. Armentrout,2011
425259870,Blood Magick,Nora Roberts,2014
544409914,Girl Waits with Gun,Amy  Stewart,2015
345032799,Games People Play,Eric Berne,1964
778328791,These things hidden,Heather Gudenkauf,2011
1620402750,Before we met,Lucie Whitehouse,2014
141699176X,Pathfinder,Orson Scott Card,2010
449000753,Dances with Wolves,Michael Blake,1988
1605977276,A Modest Proposal,Jonathan Swift,1729
575096578,Deadlocked,Charlaine Harris,2012
761147489,I Will Teach You To Be Rich,Ramit Sethi,2009
7350481,One Hundred Names,Cecelia Ahern,2012
553380966,The Diamond Age,Neal Stephenson,1995
1419702238,Cabin Fever,Jeff Kinney,2010
373210493,Pushing the Limits,Katie McGarry,2012
142408654,A Countess Below Stairs,Eva Ibbotson,1981
1416516727,All Around the Town,Mary Higgins Clark,1992
156031663,Those Who Save Us,Jenna Blum,2004
743418735,Perfect Match,Jodi Picoult,2002
698193032,The Bourbon Kings,J.R. Ward,2015
9991373764,Freckle Juice,Judy Blume,1978
9707311169,La tregua,Mario Benedetti,1960
160751351X,The Night Angel Trilogy,Brent Weeks,2009
60887184,The Last Kingdom,Bernard Cornwell,2004
60541814,The Andromeda Strain,Michael Crichton,1969
1468139339,Wait for Me,Elisabeth Naughton,2011
316219037,Promise of Blood,Brian  McClellan,2013
61120081,To Kill a Mockingbird,Harper Lee,1960
517543052,Be Here Now,"Ram Dass, Richard Alpert",1971
044658083X,The Lion,Nelson DeMille,2010
743263065,Ironweed,William  Kennedy,1983
61431621,The Lollipop Shoes,Joanne Harris,2007
61128856,What The Dead Know,Laura Lippman,2007
61974587,The Rise of Nine,Pittacus Lore,2012
307962520,Prince Lestat,Anne Rice,2014
1471110672,The Farm,Tom Rob Smith,2014
1416914293,City of Ashes,Cassandra Clare,2008
500275823,The Shock of the New,Robert Hughes,1980
044022750X,The River,Gary Paulsen,1991
6480101,Royal Assassin,Robin Hobb,1996
316013838,Sea Glass,Anita Shreve,2002
751504572,Eyes of the Dragon,Stephen King,1987
374203059,The Marriage Plot,Jeffrey Eugenides,2011
385743564,Steelheart,Brandon Sanderson,2013
316069485,The Reversal,Michael Connelly,2010
1416936491,Just Ella,Margaret Peterson Haddix,1999
62117181,Defiance,C.J. Redwine,2012
006195795X,The Witch with No Name,Kim Harrison,2014
385741774,Meant to Be,Lauren Morrill,2012
1250049555,Carry On,Rainbow Rowell,2015
62088149,A Land More Kind Than Home,Wiley Cash,2012
316098108,Aurora,Kim Stanley Robinson,2015
441017029,Magic Strikes,Ilona Andrews,2009
399504338,Amphigorey,Edward Gorey,1972
60931728,Ariel,Sylvia Plath,1965
307267679,Blue Nights,Joan Didion,2011
316133973,Days of Blood & Starlight,Laini Taylor,2012
446696137,A Bend in the Road,Nicholas Sparks,2001
425067947,The Murder on the Links,Agatha Christie,1923
575113294,The Red Knight,Miles  Cameron,2012
1594480036,Grass for His Pillow ,Lian Hearn,2003
552551317,Girls in Love,Jacqueline Wilson,1997
842339655,The Holiness of God,R.C. Sproul,1984
61229695,Vampires are Forever,Lynsay Sands,2008
805090053,"Girl, Stolen",April Henry,2010
316016381,Then We Came to the End,Joshua Ferris,2007
439324599,Cut,Patricia McCormick,2000
145162137X,Brain on Fire,Susannah Cahalan,2012
1620610116,Onyx,Jennifer L. Armentrout,2012
1423146727,The House of Hades,Rick Riordan,2013
345503821,The Daylight War,Peter V. Brett,2013
553268465,The Dogs of War,Frederick Forsyth,1974
1406310271,Monsters of Men,Patrick Ness,2010
1416544186,Downtown Owl,Chuck Klosterman,2008
399159347,The Husband's Secret ,Liane Moriarty,2013
1416524517,Cell,Stephen King,2006
425193942,Sullivan's Island,Dorothea Benton Frank,1999
525423346,A Tale Dark and Grimm,Adam Gidwitz,2010
1857231511,The Sword of Shannara,Terry Brooks,1977
375703829,Seta,Alessandro Baricco,1996
553587579,Foundation and Earth,Isaac Asimov,1986
1582349908,The Goose Girl,Shannon Hale,2003
1841957178,The Penelopiad,Margaret Atwood,2005
61160881,This Body of Death,Elizabeth  George,2010
1555838537,Stone Butch Blues,Leslie Feinberg,1993
809015803,All But My Life,Gerda Weissmann Klein,1959
812993802,Tenth of December,George Saunders,2013
1444705105,Broken Harbor,Tana French,2012
141186356,Giovanni's Room,James     Baldwin,1956
61566152,Heartless,Sara Shepard,2010
312658656,My Last Duchess,Daisy Goodwin,2010
60588284,Kitten's First Full Moon,Kevin Henkes,2004
812536355,A Deepness in the Sky,Vernor Vinge,1998
